job_name,company_name,companytype_text,providesalary_text,workarea_text,jobwelf,updatedate,attribute_text
急聘天猫运营（年终奖+包吃住+福利优厚）,广州市吉武商贸有限公司,民营公司,0.6-1万/月,广州-花都区,包吃 包住宿 全勤奖 绩效奖金 餐饮补贴 通讯补贴 年终奖金 每年多次调薪 专业培训 节日福利,10-14,"['广州-花都区', '1年经验', '中专', '招2人']"
大卖场食超店长,广东嘉荣超市有限公司,民营公司,1-2万/月,东莞,弹性工作 带薪年假 绩效奖金 全勤奖,10-14,"['东莞', '3-4年经验', '中专', '招若干人']"
跨境电商运营,上海捷涌科技有限公司,民营公司,1-1.5万/月,上海-嘉定区,定期体检 包吃 全勤奖 节日福利 做五休二 五险一金 餐饮补贴,10-14,"['上海-嘉定区', '1年经验', '大专', '招1人']"
产品专员/助理（塘厦办公）,熵基科技股份有限公司,民营公司,7-9千/月,深圳-龙岗区,弹性工作 带薪年假 五险一金 绩效奖金 节日福利 全勤奖 专业培训 免费班车,10-14,"['深圳-龙岗区', '无需经验', '本科', '招2人']"
算法产品经理,北京数字一百市场咨询有限公司,上市公司,2-3万/月,北京-朝阳区,,10-14,"['北京-朝阳区', '5-7年经验', '本科', '招1人']"
Amazon客服-跨境电商,深圳市日达拓贸易有限公司,民营公司,0.8-1万/月,深圳-南山区,五险一金 绩效奖金 定期体检 员工旅游 专业培训,10-14,"['深圳-南山区', '1年经验', '大专', '招1人']"
Amazon亚马逊选品经理，产品经理,深圳市鳗鱼科技有限公司,民营公司,0.8-1.5万/月,深圳-福田区,绩效奖金 节日福利 专业培训 毛利率高提成 交社保 晚半小时上班 团队聚餐 员工旅游 大小周,10-14,"['深圳-福田区', '无需经验', '大专', '招3人']"
B2B平台负责人,深圳凯华技术有限公司,民营公司,1.5-2万/月,深圳,五险一金 绩效奖金 年终奖金 周末双休 7.5小时工作,10-14,"['深圳', '5-7年经验', '本科', '招2人']"
6K续费专员/包吃五险一金,江西车盟科技有限公司,民营公司,6-8千/月,泰州-海陵区,周末双休 五险一金 带薪年假 节日福利 全勤奖 绩效奖金 专业培训 定期体检 带薪培训 月入过万,10-14,"['泰州-海陵区', '无需经验', '高中', '招10人']"
市场运营专员,光明网传媒有限公司,国企,6-8千/月,北京,五险一金 补充医疗保险 员工食堂 定期体检 工会福利 绩效奖金,10-14,"['北京', '无需经验', '本科', '招1人']"
项目经理,力美康（北京）医药科技有限公司,民营公司,3-4万/月,北京-朝阳区,,10-14,"['北京-朝阳区', '5-7年经验', '大专', '招若干人']"
项目经理,上海新创华文化发展有限公司,民营公司,0.7-1万/月,上海-静安区,做五休二 周末双休 带薪年假 五险一金 全勤奖 专业培训 员工旅游 年终奖金 定期体检,10-14,"['上海-静安区', '3-4年经验', '大专', '招1人']"
Ebay销售Ebay运营,深圳市唯赛思通科技有限公司,民营公司,0.8-1.5万/月,深圳-宝安区,五险一金 员工旅游 餐饮补贴 专业培训 年终奖金 绩效奖金 下午茶点 生日礼金 节日礼金 带薪年假,10-14,"['深圳-宝安区', '1年经验', '大专', '招1人']"
跨境电商推广专员（双休+高提成）,深圳市酷佐科技有限公司,民营公司,0.6-1万/月,深圳-龙华区,五险一金 员工旅游 专业培训 绩效奖金 年终奖金,10-14,"['深圳-龙华区', '1年经验', '大专', '招2人']"
天猫/京东客服（纯打字）+五险一金,上海特朗思大宇宙信息技术服务有限公司武汉分公司,外资（非欧美）,4-6千/月,武汉-江夏区,,10-14,"['武汉-江夏区', '1年经验', '大专', '招15人']"
采购专员 / 采购工程师,深圳市爱派赛科技有限公司,民营公司,0.7-1万/月,深圳-龙华区,五险一金 绩效奖金 季度奖金 假日福利 春节补贴 加班餐补,10-14,"['深圳-龙华区', '2年经验', '大专', '招若干人']"
资深亚马逊运营专员/amazon/亚马逊销售运营主管,深圳市春意科技有限公司,民营公司,0.8-1.5万/月,深圳-龙岗区,员工旅游 专业培训 绩效奖金 年终奖金 弹性工作 五险一金 全勤奖 节日福利 带薪年假,10-14,"['深圳-龙岗区', '1年经验', '大专', '招4人']"
亚马逊产品开发,深圳市平明天下科技有限公司,民营公司,0.8-1.5万/月,深圳-龙岗区,五险一金 绩效奖金 年终奖金 员工旅游 专业培训 带薪年假 节日福利 户外扩展 不定期聚餐 周末双休,10-14,"['深圳-龙岗区', '1年经验', '大专', '招10人']"
电商平台运营,深圳万顺叫车云信息技术有限公司,民营公司,1-1.5万/月,深圳-宝安区,五险一金 包住宿,10-14,"['深圳-宝安区', '2年经验', '本科', '招3人']"
销售专员,成都动力无限科技有限公司,上市公司,0.8-1万/月,成都-青羊区,带薪年假 五险一金 全勤奖 节日福利 专业培训 交通补贴 餐饮补贴 周末双休,10-14,"['成都-青羊区', '1年经验', '大专', '招8人']"
FAE工程师,杭州安森智能信息技术有限公司,民营公司,0.8-1万/月,杭州-余杭区,五险一金 绩效奖金 年终奖金 弹性工作 定期体检 专业培训,10-14,"['杭州-余杭区', '3-4年经验', '大专', '招5人']"
城市交付主管(J12632),震坤行工业超市（上海）有限公司,民营公司,7-8千/月,呼伦贝尔,五险一金 补充医疗保险 员工旅游 交通补贴 通讯补贴 专业培训 绩效奖金 定期体检,10-14,"['呼伦贝尔', '2年经验', '中专', '招1人']"
美团优选业务拓展销售主管（BDM）(晋宁),昆明好难吃餐饮管理有限公司,民营公司,5-7千/月,昆明-晋宁区,交通补贴 通讯补贴 专业培训 员工旅游 弹性工作 绩效奖金,10-14,"['昆明-晋宁区', '1年经验', '大专', '招2人']"
急招  销售  包住，购买五险,湖南育汇信息科技有限公司,民营公司,4.5-6千/月,长沙-芙蓉区,带薪年假 包住宿 绩效奖金 全勤奖,10-14,"['长沙-芙蓉区', '无需经验', '中技', '招若干人']"
商业运营经理,北京微友互动科技有限公司,民营公司,1-1.5万/月,北京-东城区,五险一金 专业培训 绩效奖金 年终奖金 定期体检,10-14,"['北京-东城区', '3-4年经验', '本科', '招3人']"
淘宝客服 网店店长,成都钰林贸易有限公司,民营公司,3.5-5千/月,成都-新都区,包吃 包住宿 绩效奖金 全勤奖 专业培训 五险一金 餐饮补贴 弹性工作 带薪年假 加班补贴,10-14,"['成都-新都区', '无需经验', '高中', '招3人']"
亚马逊运营专员,广州森克电子有限公司,民营公司,6-8千/月,广州-番禺区,五险一金 餐饮补贴 年终奖金 绩效奖金 节日福利 全勤奖 住房补贴 加班补贴 通讯补贴 专业培训,10-14,"['广州-番禺区', '1年经验', '大专', '招1人']"
销售助理,360推广成都营销服务中心,民营公司,3-4.5千/月,成都-青羊区,周末双休 带薪年假 五险一金 绩效奖金 节日福利 专业培训 生日福利 团队聚餐 团队奖励,10-14,"['成都-青羊区', '1年经验', '大专', '招1人']"
产品开发（双休+五险一金）,广州市凌开网络科技有限公司,民营公司,0.7-1万/月,广州-白云区,员工旅游 绩效奖金 年终奖金 节日福利 带薪年假 周末双休 团队聚餐 五险一金,10-14,"['广州-白云区', '1年经验', '大专', '招1人']"
淘宝运营专员/天猫运营专员,乐樱（上海）网络科技有限公司,民营公司,0.8-1万/月,上海-宝山区,,10-14,"['上海-宝山区', '1年经验', '本科', '招2人']"
销售专员,上海在途网络科技有限公司,民营公司,0.8-1.5万/月,上海-普陀区,五险一金 周末双休 做五休二 员工旅游 专业培训 通讯补贴 股票期权,10-14,"['上海-普陀区', '1年经验', '大专', '招1人']"
电商客服（抖音客服）,陕西万德加投资管理有限公司,民营公司,4-5千/月,西安-高新技术产业开发区,节日福利 生日福利 五险一金 定期体检,10-14,"['西安-高新技术产业开发区', '1年经验', '中专', '招1人']"
电商设计师,上海萱妮优品牌管理有限公司,民营公司,0.8-1万/月,上海-普陀区,,10-14,"['上海-普陀区', '1年经验', '中专', '招2人']"
客服助理,上海艺琪鹏电子商务有限公司,民营公司,0.4-1万/月,上海-杨浦区,五险一金 绩效奖金 扁平化管理 劳动合同 周末双休 节日福利,10-14,"['上海-杨浦区', '1年经验', '高中', '招3人']"
电商在线客服+薪资稳定,成都考拉米网络科技有限公司,民营公司,4.5-6千/月,成都-武侯区,弹性工作 交通补贴 绩效奖金 全勤奖 带薪培训 双休 购买五险 8小时工作制 不加班 节日福利,10-14,"['成都-武侯区', '无需经验', '大专', '招10人']"
区域销售顾问（互联网行业）,深圳市找大状法务科技有限公司,民营公司,1-2万/月,深圳-南山区,带薪年假 节日福利 员工旅游 节假日休息 朝九晚六 入职五险 下午茶 带薪培训 每年多次调薪,10-14,"['深圳-南山区', '无需经验', '中技', '招若干人']"
电商运营专员,昆山纳尼网络科技有限公司,民营公司,5-7千/月,昆山,全勤奖 节日福利 绩效奖金 包吃 年节礼品 员工旅游 弹性工作,10-14,"['昆山', '3-4年经验', '大专', '招2人']"
销售专员,灏洋众智网络科技（广东）有限公司,创业公司,0.5-1万/月,东莞-东城区,员工旅游 五险 专业培训 绩效奖金 定期体检,10-14,"['东莞-东城区', '无需经验', '大专', '招若干人']"
运营-助理/实习生（技术部）,易百信息技术（上海）股份有限公司,民营公司,0.8-1万/月,上海-浦东新区,五险一金 员工旅游 年终奖金 定期体检,10-14,"['上海-浦东新区', '无需经验', '本科', '招若干人']"
天猫京东运营,广州伍叁叁玖玖信息科技有限公司,创业公司,1.3-1.8万/月,广州-越秀区,专业培训 弹性工作,10-14,"['广州-越秀区', '1年经验', '中专', '招若干人']"
亚马逊运营专员,深圳仕博管理咨询有限公司,民营公司,1-1.5万/月,深圳-龙华区,周末双休 带薪年假 包住宿 五险一金 节日福利,10-14,"['深圳-龙华区', '1年经验', '本科', '招4人']"
销售经理（公检法司）,成都数之联科技有限公司,民营公司,1.5-2万/月,成都-高新区,五险一金 员工旅游 交通补贴 餐饮补贴 年终奖金 绩效奖金 定期体检 弹性工作 专业培训,10-14,"['成都-高新区', '3-4年经验', '本科', '招1人']"
天猫运营专员/主管,杭州素乐电子商务有限公司,民营公司,6-8千/月,杭州-滨江区,,10-14,"['杭州-滨江区', '1年经验', '大专', '招4人']"
售后客服（包吃+五险一金+地铁口上盖）,广东润科生命科学有限公司,民营公司,4-5千/月,广州-天河区,五险一金 绩效奖金 年终奖金 专业培训 带薪年假 法定假期 工作餐 节日福利,10-14,"['广州-天河区', '1年经验', '招2人']"
支付宝数字商服-业务代表（花呗分期）,支付宝 | 数字商服,民营公司,1-1.5万/月,苏州-吴江区,五险一金 专业培训 绩效奖金 年终奖金 交通补贴 餐饮补贴 通讯补贴,10-14,"['苏州-吴江区', '3-4年经验', '大专', '招5人']"
亚马逊美工设计（双休包餐）,深圳市蒙智拓科技有限公司,民营公司,0.7-1万/月,深圳-龙华区,周末双休 包吃 住房补贴 绩效奖金 每年多次调薪 专业培训 五险一金 节日福利,10-14,"['深圳-龙华区', '2年经验', '大专', '招1人']"
项目经理,深圳华龙讯达信息技术股份有限公司,民营公司,1-1.5万/月,昆明-盘龙区,五险一金 周末双休 交通补贴 餐饮补贴,10-14,"['昆明-盘龙区', '5-7年经验', '大专', '招5人']"
售后副总监/总监,珠海市泰锋电业有限公司,民营公司,1-1.5万/月,珠海-香洲区,五险一金,10-14,"['珠海-香洲区', '3-4年经验', '大专', '招2人']"
淘宝天猫店长/运营（沙井）,深圳市喜来喜科技有限公司,民营公司,1-1.5万/月,深圳-宝安区,员工旅游 员工保险 餐饮补贴 绩效奖金,10-14,"['深圳-宝安区', '3-4年经验', '大专', '招1人']"
网络/在线客服（无责任底薪4-6k）,重庆欣仕达科技有限公司,民营公司,1-1.5万/月,重庆-九龙坡区,五险一金 做五休二 弹性工作 带薪年假 节日福利 全勤奖 绩效奖金 年终奖金,10-14,"['重庆-九龙坡区', '1年经验', '大专', '招5人']"
跨境电商运营经理主管 高薪,深圳市东升元科技有限公司,民营公司,1-1.5万/月,深圳-龙岗区,年终奖金 绩效奖金 包吃 节日福利 带薪年假 员工旅游 社保 下午茶,10-14,"['深圳-龙岗区', '3-4年经验', '招10人']"
51talk顾问销售,51Talk(事业部四）,上市公司,1.5-2万/月,上海-徐汇区,员工旅游 交通补贴 绩效奖金 免费学英语,10-14,"['上海-徐汇区', '无需经验', '大专', '招若干人']"
海外产品经理助理（英语）,杭州思普盟网络科技有限公司,外资（欧美）,0.8-1.3万/月,杭州-余杭区,五险一金 股票期权 定期体检 带薪年假 带薪病假 节日礼品 员工旅游 弹性工作 年终奖金,10-14,"['杭州-余杭区', '1年经验', '本科', '招1人']"
采购专员/采购主管,广州进驰科技有限公司,民营公司,5-8千/月,广州-番禺区,专业培训 绩效奖金 大小周 下午茶 全勤奖 购买社保 年终双薪 带薪年假,10-14,"['广州-番禺区', '1年经验', '大专', '招2人']"
淘宝/拼多多网店运营,郑州市爱畜优品畜牧科技有限公司,民营公司,0.6-1万/月,郑州-金水区,员工旅游 通讯补贴 专业培训 绩效奖金 年终奖金 五险一金 弹性工作,10-14,"['郑州-金水区', '1年经验', '大专', '招1人']"
市场助理,华信永益（北京）信息技术有限公司,民营公司,0.8-1.2万/月,上海,五险一金 餐饮补贴 弹性工作 节假日礼品 员工旅游 交通补贴 免费班车,10-14,"['上海', '1年经验', '本科', '招1人']"
资深项目经理,怪兽充电,上市公司,2-3万/月,上海-长宁区,五险一金 专业培训 绩效奖金 弹性工作,10-14,"['上海-长宁区', '3-4年经验', '大专', '招若干人']"
拼多多、淘宝、天猫、京东店铺运营,深圳物格网络科技有限公司,民营公司,0.6-1.2万/月,深圳-盐田区,,10-14,"['深圳-盐田区', '1年经验', '大专', '招若干人']"
营运专员,深圳市幸福商城科技股份有限公司,民营公司,6-8千/月,深圳-南山区,五险一金 周末双休 节日福利 生日福利,10-14,"['深圳-南山区', '2年经验', '大专', '招1人']"
